acc,nmi,ari,ri
0.4911111111111111,0.18102295772214008,0.17243070546896658,0.6299023606476332
0.58,0.2032541229341947,0.19308170141668216,0.6415844765789148
0.5311111111111111,0.17992323666052765,0.15860036881777245,0.6264120627858114
0.5122222222222222,0.1815936500823598,0.15639567185037315,0.6254603880855272
0.59,0.22628488884987624,0.20616951098648043,0.6474799159560005
0.6155555555555555,0.24849433321121644,0.23273654969529473,0.6593671981213695
0.6044444444444445,0.24906613038635073,0.22676031842719846,0.6566852057842046
0.6233333333333333,0.26973021155007876,0.24783290288829854,0.6660338647880361
0.6055555555555555,0.26083705346974095,0.23329797868753008,0.6595847237671487
0.6266666666666667,0.2811424050139498,0.2555367225907292,0.6694771968854283
0.6511111111111111,0.30970800400011606,0.2845795656432965,0.682251884810283
0.6711111111111111,0.3283744697643794,0.3075881560276426,0.6925695216907675
0.6533333333333333,0.3208813359251337,0.2904331489880978,0.6848992707947101
0.6633333333333333,0.33187370652114057,0.3027646523123479,0.6904140402916821
0.6588888888888889,0.3335939526901348,0.3000486242081964,0.6892127054752194
0.67,0.3549065918826519,0.31705463761783376,0.6967890248424174
0.6788888888888889,0.36700495904730346,0.32899413970653574,0.7020615498702262
0.6355555555555555,0.3272205231142281,0.28023436209309044,0.6803559510567297
0.68,0.37549277065240494,0.3331200288031701,0.7038289457421827
0.6022222222222222,0.303057785352169,0.25317608790918394,0.6683104684217032
0.7211111111111111,0.4229851314494369,0.3881071055555557,0.7281102459522927
0.7022222222222222,0.3930146737625918,0.359900199225759,0.7157261154369052
0.6955555555555556,0.389414243346815,0.3506462104290833,0.7116969472253121
0.6844444444444444,0.37850365086685056,0.33671756327833713,0.7055073538499568
0.7077777777777777,0.4101103693626233,0.36954337342568494,0.7200024718823383
0.7144444444444444,0.4051327048819437,0.37454292749701895,0.7223186256334199
0.6822222222222222,0.38403601958941386,0.33674335025539043,0.7054035347917439
0.6855555555555556,0.39101173102194847,0.3413914782943395,0.7074996910147077
0.7155555555555555,0.4186608828376859,0.38005540818196243,0.7247336546780373
0.7422222222222222,0.46473586319068716,0.4217070430538992,0.7432406377456433
0.6955555555555556,0.40419387694201536,0.354897372644556,0.7135854653318502
0.7566666666666667,0.4771199755113028,0.44335848304122666,0.7527252502780868
0.6944444444444444,0.38917526953718107,0.3499047533133023,0.7112816709924608
0.7622222222222222,0.47521945979281005,0.44915998443119126,0.7552614015572858
0.7277777777777777,0.43972636484874716,0.39988626929316,0.7334495118032381
0.7811111111111111,0.4888153930570436,0.47964826346330236,0.7686540600667409
0.89,0.6659721537357679,0.7043998887559247,0.86868619453714
0.8922222222222222,0.6721364325082024,0.7096736262034857,0.8710938079347423
0.8255555555555556,0.5525346142012699,0.5626882421451117,0.8058410579656409
0.8455555555555555,0.5924332199107059,0.6050013713505192,0.8246273637374861
0.91,0.7147109455565092,0.7535658751745538,0.8905648251143246
0.9044444444444445,0.7114583427127843,0.7405918518117088,0.8847905079718206
0.8977777777777778,0.6953365764143655,0.7245829211391709,0.8775157582499074
0.9355555555555556,0.7674236881505779,0.8168389341050244,0.918642936596218
0.9388888888888889,0.7737114980570894,0.8261519853804341,0.922800642689408
0.9122222222222223,0.7364705035582776,0.7608387049715334,0.8936620936843406
0.93,0.7537577120362163,0.8023564115114299,0.9122012112223458
0.9233333333333333,0.7479774378286606,0.787345335856663,0.9055617352614016
0.9322222222222222,0.7618365654695822,0.8085726855500418,0.9149672475590162
0.9166666666666666,0.7210912644103427,0.7683374200295008,0.8971177851934248
0.9577777777777777,0.828853850515761,0.8780380840513883,0.9458534173773329
0.9622222222222222,0.8766201507704955,0.8924429542989188,0.9521913236929922
0.9644444444444444,0.87363618163406,0.8980263440730526,0.954675565443085
0.9766666666666667,0.8976694036587145,0.9316209901581002,0.9696428130021011
0.9755555555555555,0.8926434732713379,0.9284477386036012,0.9682313681868743
0.9644444444444444,0.8733054027353753,0.8974999773736168,0.9544283772092449
0.98,0.90919658898009,0.9411944832031249,0.9738895068594735
0.9755555555555555,0.8938045805462791,0.9283989286391866,0.9682115931281671
0.98,0.90919658898009,0.9411944832031249,0.9738895068594735
0.9611111111111111,0.8643780815599041,0.8883723244124969,0.950357186997899
0.9488888888888889,0.8308572973408738,0.8552323013960021,0.935545668026202
0.9811111111111112,0.9148441009921542,0.9444017676248846,0.9753133110863923
0.9766666666666667,0.9010786921106868,0.9317016226565485,0.9696675318254852
0.9555555555555556,0.8463867100094242,0.8730046002323906,0.9435001853911754
0.9588888888888889,0.8694244980260893,0.8830996225763365,0.9479792361883574
0.9822222222222222,0.919657275186201,0.9476046828308029,0.9767346434309727
0.97,0.8874359411752466,0.9127171696769653,0.9612334692868619
0.9755555555555555,0.9015860099429399,0.9286317142547579,0.9682981090100111
0.9488888888888889,0.8408719470611066,0.8561747440635383,0.9359362254356692
0.9733333333333334,0.8998718484233098,0.9223250446806956,0.9654851069089111
0.9811111111111112,0.9186374971376758,0.9444232603240137,0.975318254851069
0.9855555555555555,0.9352362561675245,0.9572648632329545,0.9810233592880979
0.9844444444444445,0.926937172943942,0.9540437449558823,0.9795946112965023
0.9833333333333333,0.9289811344293583,0.9508566671352837,0.9781757508342603
0.9566666666666667,0.8525669936250466,0.8764528597091844,0.9450352243233222
0.9666666666666667,0.883691240031317,0.9041549087484039,0.9573921641329872
0.9822222222222222,0.93035658883403,0.9479714347480229,0.9768928439006304
0.9633333333333334,0.8807727284228131,0.8951435250003119,0.9533679396860709
0.9788888888888889,0.9106452545810636,0.9381136967249052,0.9725151402793227
0.9877777777777778,0.942574171658248,0.963738085857272,0.9839006303299963
0.9888888888888889,0.9459983349555672,0.9670131996140926,0.9853540971449759
0.9855555555555555,0.9420637942134067,0.957578018484584,0.9811617846990484
0.9777777777777777,0.9210431509658749,0.9355438898126076,0.9713681868743048
0.9855555555555555,0.9365903056360312,0.9573167113538185,0.9810480781114819
0.9955555555555555,0.9762106937648969,0.9866876201976263,0.994089729328884
0.9855555555555555,0.9419889043892509,0.9573350025875836,0.9810530218761587
0.9766666666666667,0.9181441543893966,0.9320310551419891,0.9698010134717587
0.9555555555555556,0.8697750281747655,0.874828303204881,0.9442639970337412
0.9844444444444445,0.9387679943692089,0.9541329686168936,0.9796292176492399
0.99,0.9532154183994962,0.9702845000887048,0.9868075639599555
0.99,0.9589453065847986,0.97028782325987,0.9868075639599555
0.9888888888888889,0.949345231297667,0.967038763373491,0.9853664565566679
0.9433333333333334,0.8230423053187642,0.8411241461247035,0.9292028179458658
0.95,0.8484949783516301,0.8595930665998569,0.9374539611914473
0.9544444444444444,0.8477324768111723,0.8703458441698394,0.9423037943393895
0.9544444444444444,0.8448912371098244,0.8702057737513952,0.9422469410456062
0.9444444444444444,0.8302346866384787,0.8447992401602387,0.930839204053887
0.9477777777777778,0.8377838642495112,0.8536788008788969,0.9348288221480657
0.9577777777777777,0.8522778601065671,0.8791239958152325,0.9462340872574465
0.9911111111111112,0.9553491037822791,0.9736095266933129,0.9882832777159807
0.9888888888888889,0.9555158316292525,0.9672658677865174,0.9854653318502039
0.99,0.9505061376549645,0.9703196775166328,0.986822395253986
0.9744444444444444,0.9021398270093699,0.9255735453010201,0.966933629959214
0.9677777777777777,0.8822088515938508,0.9067214025810327,0.9585391175380051
0.9833333333333333,0.9260943885841183,0.9508314705779203,0.9781658633049067
0.9933333333333333,0.9674516415169382,0.9800849916884549,0.9911580768755407
0.9944444444444445,0.971703470485906,0.9833806519705139,0.9926214312198739
0.9933333333333333,0.9649365907438995,0.9800902252015373,0.9911605487578792
0.9922222222222222,0.9581878555125006,0.9768545375433288,0.9897243851192683
0.9855555555555555,0.9420664946683558,0.9575758047182126,0.9811617846990484
0.9877777777777778,0.9423221855521345,0.9638947868496275,0.9839698430354715
0.9888888888888889,0.9490899071393106,0.9671913561731388,0.9854331973798047
0.9888888888888889,0.9490899071393106,0.9671913561731388,0.9854331973798047
0.9866666666666667,0.9401262471009233,0.9606961871838771,0.9825485106908911
0.9922222222222222,0.9573114765260242,0.9768212169879185,0.989709553825238
0.9933333333333333,0.9626690933697782,0.9800784958362079,0.9911556049932023
0.9877777777777778,0.9392267439995694,0.9636919205944933,0.9838808552712891
0.9855555555555555,0.9338575938986332,0.9572673953478387,0.9810283030527747
0.9788888888888889,0.9175575132075178,0.9384376611905666,0.9726585094549499
0.9633333333333334,0.8809967546998667,0.8957765131972456,0.9536596218020023
0.9877777777777778,0.9454009589692587,0.9636737120745891,0.9838709677419355
0.9811111111111112,0.9295581472192832,0.9445892281737832,0.9753874675565443
0.9466666666666667,0.8571664141714334,0.8523219354429886,0.9341614139166976
0.9333333333333333,0.8408745912287476,0.8201801620847743,0.9196143863552095
0.9422222222222222,0.8497572031072937,0.8412830492534661,0.9291879866518353
0.9855555555555555,0.9419889043892509,0.9573350025875836,0.9810530218761587
0.9977777777777778,0.9864363590533852,0.9933185686139704,0.9970337411939192
0.9988888888888889,0.9932164708456211,0.9966537351608229,0.9985143987146212
0.9966666666666667,0.9829825426735551,0.9899948362589438,0.995558027437894
0.9988888888888889,0.9932164708456211,0.9966537351608229,0.9985143987146212
0.9988888888888889,0.9932164708456211,0.9966537351608229,0.9985143987146212
0.9988888888888889,0.9932164708456211,0.9966537351608229,0.9985143987146212
0.9977777777777778,0.9864413645157523,0.9933353094634026,0.9970411568409344
0.9988888888888889,0.9932232479877681,0.9966759816891447,0.9985242862439748
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
